PKEY;ESTADO;NIVELCONTROL;SUCURSAL;SERIE;CODOPERACION;FECHA;AGENTE;REFERENCIA;ENTIDAD;ENTIDAD_NOMBRE;FORMAPAGO;FORMAPAGO_DES;PERIODICIDAD;PERIODICIDAD_DES;TOTALBRUTO;TOTALDTO;TOTALBASE;TOTALIVA;TOTALNETO;CIF_DNI;DOCENTIDAD;FECHADOCENTIDAD;TRANSPORTISTA;TRANSPORTE_FECHA_ENTREGA_ESTIMADA;TRANSPORTE_FECHA_ENTREGA_EFECTIVA;DEPARTAMENTO;DEPARTAMENTO_DESCRIPCION;TOTALTRANSPORTE;ETIQUETA
1718;0;5;1;A;35;18/10/2021 12:23:00;25240;;101;Ferretería Real;1;CONTADO;2;30 DIAS;148;21,46;126,54;0;113,85;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1770;3;4;1;a;36;08/11/2021 17:56:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;50;0;50;10,5;60,5;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1774;0;6;1;A;325;10/11/2021 15:50:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;29/09/2021 0:00:00;0;;;0;;0;
1778;0;6;1;GS;1;12/11/2021 16:53:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10000;0;10000;2100;10600;;;01/01/1899 0:00:00;0;;;0;;0;
1779;0;5;1;GS;1;12/11/2021 16:57:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1000;0;1000;210;1210;;;01/01/1899 0:00:00;0;;;0;;0;
1780;0;5;1;A;36;12/11/2021 17:21:00;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315,02;1815,02;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
1783;0;6;1;A;326;18/11/2021 12:30:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0,03;0,73;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1784;0;6;1;A;327;18/11/2021 12:39:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;87,5;0;87,5;3,5;91;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1785;0;6;1;A;328;18/11/2021 13:49:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;21;121;;;01/01/1899 0:00:00;0;;;0;;0;
1822;0;1;1;A;1;19/11/2021 14:13:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1823;6;6;1;A;329;22/10/2021 9:39:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0,03;0,66;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1835;0;6;1;A;330;24/11/2021 16:47:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0;0,7;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1836;0;6;1;A;331;24/11/2021 16:48:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0,03;0,73;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1837;0;6;1;A;332;24/11/2021 16:48:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0;0,7;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1838;0;6;1;A;333;24/11/2021 16:49:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,7;0;0,7;0;0,7;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1842;0;6;1;A;334;29/11/2021 16:55:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1000;0;1000;210;1210;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
1856;0;6;1;A;335;07/12/2021 11:17:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;145,5;4,37;141,13;29,64;170,77;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
1857;0;6;1;A;336;07/12/2021 11:18:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;600,7;0;600,7;0;540,63;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
1858;6;6;1;A;337;07/12/2021 11:27:00;54;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;1;A LA VISTA;120;0;120;0;120;B33410001;;01/01/1899 0:00:00;0;;;0;;0;
1905;6;6;1;A;338;17/12/2021 10:22:00;50;;25217;TelecomPrincipado;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;-50;0;-50;-1,98;-51,98;B33410001;;01/01/1899 0:00:00;0;;;0;;0;
1913;0;5;1;A;37;24/12/2021 9:33:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1945;0;4;1;A;37;03/01/2022 16:11:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1946;3;4;1;r;1;03/01/2022 16:12:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;-1200;0;-1200;-252;-1452;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1947;2;2;1;A;26;04/01/2022 9:55:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;830;0;830;174,3;1004,3;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1948;3;4;1;A;38;04/01/2022 9:57:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;415;0;415;87,15;502,15;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1953;0;2;1;A;27;07/01/2022 12:22:00;25240;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;0;0;0;0;0;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
1954;0;2;1;A;28;07/01/2022 12:23:00;25240;;25258;ecoSoft Pruebas;3;DOMICILIACION LA CAIXA;2;30 DIAS;0;0;0;0;0;11111115H;;01/01/1899 0:00:00;0;;;0;;0;
1956;0;5;1;A;20220000;10/01/2022 9:13:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1957;0;6;1;A;339;31/12/2021 10:10:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;31/12/2021 0:00:00;0;;;0;;0;
1958;0;6;1;A;340;30/12/2021 10:26:00;55;;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;30/12/2021 0:00:00;0;;;0;;0;
1962;0;5;1;A;20220001;14/01/2022 13:14:00;54;;1;ServiPrueba;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;51,46;0;51,46;2,83;54,29;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1965;2;2;1;A;29;18/01/2022 12:35:00;52;;25252;Javier Play;1;CONTADO;1;A LA VISTA;580;0;580;121,8;701,8;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
1974;0;5;1;c;1;25/01/2022 15:36:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;320;0;320;67,2;387,2;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
1975;0;5;1;A;20220002;25/01/2022 15:39:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;34,74;0;34,74;1,13;35,87;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
1976;0;5;1;C;2;25/01/2022 15:41:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;34,74;0;34,74;1,13;35,87;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
1983;3;4;1;A;39;27/01/2022 18:21:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;200;0;200;42;242;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1986;0;5;1;A;20220003;27/01/2022 18:20:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;200;0;200;42;242;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1987;2;2;1;A;30;27/01/2022 18:20:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;3000;0;3000;630;3630;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1990;0;5;1;A;20220004;27/01/2022 18:22:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;3000;0;3000;630;3630;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1991;0;5;1;A;20220005;25/01/2022 18:22:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;3000;0;3000;630;3630;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2000;8;1;1;A;2;28/01/2022 9:45:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;502;0;502;105,42;607,42;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2001;5;2;1;A;31;28/01/2022 9:47:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;502;0;502;105,42;607,42;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2016;2;2;1;a;32;09/02/2022 9:30:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;250;0;250;52,5;302,5;B33555214;;09/02/2022 0:00:00;0;;;0;;0;
2017;3;4;1;a;41;09/02/2022 9:36:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;250;0;250;52,5;302,5;B33555214;;09/02/2022 0:00:00;0;;;0;;0;
2038;0;2;1;A;33;18/02/2022 13:31:36;51;PEDIDO: 2025;0;ENTIDAD DEFECTO;1;CONTADO;1;A LA VISTA;46;0;46;9,66;55,66;00000000;;01/01/1899 0:00:00;0;;;0;;0;
2039;0;2;1;A;34;18/02/2022 13:31:37;51;PEDIDO: 2025;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;2,8;0;2,8;0,11;2,91;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
2041;0;2;1;A;35;18/02/2022 13:37:00;51;PEDIDO: 2040;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;37,8;0;37,8;7,46;45,26;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
2045;8;1;1;A;3;20/02/2022 12:37:00;25240;PRESUPUESTO E TELECOM;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;439,5;0;439,5;92,3;531,8;B12345678;;21/02/2022 0:00:00;0;;;0;;0;
2047;2;2;1;A;36;20/02/2022 12:57:00;25240;PRESUPUESTO E TELECOM;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;695,8;0;695,8;146,12;841,92;B12345678;;21/02/2022 0:00:00;0;;;0;;0;
2059;6;5;1;A;20220006;22/05/2022 12:30:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;B66555885;;01/05/2022 0:00:00;0;;;0;;0;
2077;0;5;1;A;20220007;04/03/2022 0:00:00;109;;101;Ferretería Real;1;CONTADO;2;30 DIAS;300;0;300;63;363;B33555214;000001;01/01/1899 0:00:00;0;;;0;;0;
2115;0;5;1;A;20220008;10/03/2022 14:12:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;41,32;0;41,32;8,68;50;B66555885;000001;01/01/1899 0:00:00;0;;;0;;0;
2116;0;5;1;A;20220009;11/03/2022 11:12:00;54;;25245;prueba intra;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
2121;0;2;1;A;37;16/03/2022 9:22:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;1,75;0,05;1,7;0,07;1,77;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
2126;0;2;1;A;38;17/03/2022 10:27:00;52;;100;Comunidad Uría 24;1;CONTADO;1;A LA VISTA;15;0;15;3,15;18,15;B00213654;;01/01/1899 0:00:00;0;;;0;;0;
2127;3;4;1;A;42;17/03/2022 17:36:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;2,1;12,1;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2185;0;4;1;A;43;23/03/2022 14:19:00;25265;;0;ENTIDAD DEFECTO;3;DOMICILIACION LA CAIXA;2;30 DIAS;0;0;0;0;0;00000000;;23/03/2022 14:17:00;0;;;0;;0;
2190;3;4;1;A;44;24/03/2022 12:40:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;4;104;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2191;0;5;1;A;20220010;29/03/2022 16:01:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2198;2;2;1;A;39;04/04/2022 13:16:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;280;0;280;36,7;316,7;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
2199;3;4;1;A;45;04/04/2022 13:18:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;270;0;270;36,3;306,3;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
2200;0;5;1;A;20220011;04/04/2022 13:19:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;270;0;270;36,3;306,3;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
2201;0;4;1;A;46;04/04/2022 13:19:57;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;10;0;10;0,4;10,4;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
2202;3;4;1;A;47;06/04/2022 16:05:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2204;0;4;1;A;48;06/04/2022 16:15:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2250;6;5;1;A;20220012;12/04/2022 16:51:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;21;111;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2264;3;4;2;A;1;19/04/2022 12:30:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;502;0;502;105,42;633,52;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2266;0;5;1;A;20220013;20/04/2022 13:50:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;20;0;20;0,8;17,8;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2334;2;2;1;A;40;26/04/2022 14:21:00;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;14,55;0;14,55;3,06;17,61;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2335;3;4;1;A;49;26/04/2022 14:22:28;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;14,55;0;14,55;3,06;17,61;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2336;8;1;1;A;4;26/04/2022 14:22:00;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;14,55;0;14,55;3,06;17,61;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2337;5;2;1;A;41;26/04/2022 14:23:00;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;54,61;0;54,61;3,31;57,92;B66555885;HOLA;01/01/1899 0:00:00;0;;;0;;0;
2357;6;6;1;A;341;11/05/2022 10:41:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;31/12/2021 0:00:00;0;;;0;;0;
2376;3;4;1;A;50;20/05/2022 16:53:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2377;0;5;1;A;20220014;20/05/2022 16:55:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2382;3;4;1;A;51;31/05/2022 13:43:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;50;0;50;10,5;60,5;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2396;3;4;1;A;52;02/06/2022 15:17:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;26,4;0;26,4;5,54;31,94;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2403;3;4;1;A;53;08/06/2022 17:14:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;aa25252;01/01/1899 0:00:00;0;;;0;;0;
2414;6;5;1;A;20220015;01/01/2022 16:53:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;19,24;0;19,24;0,77;20,01;B66555885;01012022;01/01/2022 0:00:00;0;;;0;;0;
2416;6;5;1;A;20220016;01/05/2022 16:59:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;19,24;0;19,24;0,77;20,01;B66555885;a01052022;01/05/2022 0:00:00;0;;;0;;0;
2427;6;6;1;A;342;28/06/2022 12:55:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;29/09/2021 0:00:00;0;;;0;;0;
2432;0;2;1;A;42;06/07/2022 12:28:00;25229;;0;ENTIDAD DEFECTO;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;00000000;;01/01/1899 0:00:00;0;;;0;;0;
2528;0;5;1;A;20220017;29/07/2022 11:02:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;1,68;9,68;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2540;0;4;1;A;54;16/08/2022 12:38:00;54;serie;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;20;0;20;4,2;24,2;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2549;0;4;1;C;1;25/08/2022 13:58:00;54;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;20;0;20;4,2;24,2;;;01/01/1899 0:00:00;0;;;0;;0;
2550;0;4;2;A;2;25/08/2022 13:59:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2554;6;5;1;r;1;29/08/2022 9:52:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;-120;0;-120;-25,2;-133,2;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2555;9;5;1;A;20220018;29/08/2022 9:53:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;21;121;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
2556;9;5;1;A;20220019;29/08/2022 9:53:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;4250;0;4250;892,5;5142,5;47000000Y;;01/01/1899 0:00:00;0;;;0;;8;
2560;2;2;1;A;43;29/08/2022 15:03:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;0;0;0;0;0;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
2588;2;2;1;A;44;06/09/2022 10:55:00;55;;52;Fran;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;09385652L;;01/01/1899 0:00:00;0;;;0;;0;
2589;3;4;1;A;55;06/09/2022 11:00:00;55;;52;Fran;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;09385652L;;01/01/1899 0:00:00;0;;;0;;0;
2590;0;5;1;A;20220020;06/09/2022 11:00:00;55;;52;Fran;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;09385652L;;01/01/1899 0:00:00;0;;;0;;0;
2594;3;4;1;C;2;06/09/2022 15:52:00;54;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
2595;0;5;1;C;3;06/09/2022 15:54:00;54;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
2655;0;5;1;C;4;13/09/2022 12:01:00;54;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;11;;;01/01/1899 0:00:00;0;;;0;;0;
2659;0;5;1;A;20220021;13/09/2022 0:00:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;592,95;0;592,95;124,52;658,17;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2666;0;4;1;A;56;14/09/2022 14:02:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;2,1;12,1;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2667;0;4;1;A;57;14/09/2022 14:03:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;-10;0;-10;-2,1;-12,1;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2668;3;4;1;A;58;14/09/2022 14:13:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;11;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2669;0;5;1;A;20220022;14/09/2022 14:17:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;11;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2671;3;4;1;A;59;14/09/2022 14:35:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;11;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2672;6;5;1;A;20220023;14/09/2022 14:36:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;11;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2679;0;6;1;a;343;15/09/2022 17:19:00;54;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
2680;2;2;1;C;1;16/09/2022 14:31:00;25229;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;315;0;315;32,15;347,15;;;01/01/1899 0:00:00;0;;;0;;0;
2684;0;4;1;C;3;16/09/2022 14:36:00;25229;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;115;0;115;24,15;139,15;;;01/01/1899 0:00:00;0;;;0;;0;
2685;3;4;1;A;60;19/09/2022 12:26:43;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;0;0;0;0;0;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
2713;6;5;1;A;20220024;21/09/2022 16:52:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;1;10;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2716;0;6;1;A;344;28/07/2022 12:55:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;28/07/2022 12:55:00;0;;;0;;0;
2717;3;4;1;A;61;22/09/2022 15:56:00;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;9;0;9;1,89;10,89;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
2722;6;5;1;A;20220025;27/09/2022 13:47:00;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;9;0;9;0;9;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
2723;0;4;1;A;62;27/09/2022 14:01:00;58;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;90;0;90;18,9;108,9;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
2730;0;6;1;GS;2;02/02/2022 9:38:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;02/02/2022 0:00:00;0;;;0;;0;
2731;6;6;1;GS;3;02/02/2022 10:21:00;54;SEGUROS SOCIALES ENERO;25244;SEGURIDAD SOCIAL;3;DOMICILIACION LA CAIXA;2;30 DIAS;2220,2;0;2220,2;0;2220,2;;02/02/2022;02/02/2022 0:00:00;0;;;0;;0;
2733;0;2;1;A;45;28/09/2022 13:28:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1;0;1;0,1;1,1;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
2794;8;1;1;A;5;05/10/2022 11:06:00;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;30;0;30;1,2;31,2;78945612K;202221515;03/10/2022 0:00:00;0;;;0;;0;
2795;2;2;1;A;46;05/10/2022 11:08:00;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;30;0;30;1,2;31,2;78945612K;202221515;03/10/2022 0:00:00;0;;;0;;0;
2796;3;4;1;A;63;05/10/2022 11:10:09;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;0,4;10,4;78945612K;202221515;03/10/2022 0:00:00;0;;;0;;0;
2797;3;4;1;A;64;05/10/2022 11:11:36;54;;25257;jaimito;3;DOMICILIACION LA CAIXA;1;A LA VISTA;20;0;20;0,8;20,8;78945612K;202221515;03/10/2022 0:00:00;0;;;0;;0;
2798;6;5;1;A;20220026;05/10/2022 0:00:00;54;;25257;jaimito;2;TARJETA LA CAIXA;1;A LA VISTA;30;0;30;1,2;31,2;78945612K;202221515;03/10/2022 0:00:00;0;;;0;;0;
2799;0;6;1;GS;4;05/10/2022 11:22:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;;202208;05/10/2022 0:00:00;0;;;0;;0;
2800;0;6;1;A;345;01/10/2022 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;01/10/2022 0:00:00;0;;;0;;0;
